Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
Ben-Hur,"Sam Zimbalist, Producer",BEST MOTION PICTURE,1959,1960,0.85,0.89,True
Ben-Hur,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",SOUND,1959,1960,0.85,0.89,True
Journey to the Center of the Earth,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",SOUND,1959,1960,0.84,0.69,False
Ben-Hur,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",SPECIAL EFFECTS,1959,1960,0.85,0.89,True
Journey to the Center of the Earth,"Visual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner",SPECIAL EFFECTS,1959,1960,0.84,0.69,False
Ben-Hur,Karl Tunberg,WRITING (Screenplay--based on material from another medium),1959,1960,0.85,0.89,False
Inherit the Wind,Spencer Tracy,ACTOR,1960,1961,0.93,0.91,False
The Alamo,Chill Wills,ACTOR IN A SUPPORTING ROLE,1960,1961,0.29,0.46,False
Psycho,Janet Leigh,ACTRESS IN A SUPPORTING ROLE,1960,1961,0.97,0.95,False
Psycho,"Art Direction:  Joseph Hurley, Robert Clatworthy;  Set Decoration:  George Milo",ART DIRECTION (Black-and-White),1960,1961,0.97,0.95,False
Inherit the Wind,Ernest Laszlo,CINEMATOGRAPHY (Black-and-White),1960,1961,0.93,0.91,False
Psycho,John L. Russell,CINEMATOGRAPHY (Black-and-White),1960,1961,0.97,0.95,False
The Alamo,William H. Clothier,CINEMATOGRAPHY (Color),1960,1961,0.29,0.46,False
Psycho,Alfred Hitchcock,DIRECTING,1960,1961,0.97,0.95,False
Beyond Silence,United States Information Agency,DOCUMENTARY (Short Subject),1960,1961,0.83,0.81,False
The Alamo,Stuart Gilmore,FILM EDITING,1960,1961,0.29,0.46,False
Inherit the Wind,Frederic Knudtson,FILM EDITING,1960,1961,0.93,0.91,False
The Alamo,Dimitri Tiomkin,MUSIC (Music Score of a Dramatic or Comedy Picture),1960,1961,0.29,0.46,False
The Magnificent Seven,Elmer Bernstein,MUSIC (Music Score of a Dramatic or Comedy Picture),1960,1961,0.64,0.71,False
The Alamo,Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,MUSIC (Song),1960,1961,0.29,0.46,False
The Alamo,"John Wayne, Producer",BEST MOTION PICTURE,1960,1961,0.29,0.46,False
The Alamo,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",SOUND,1960,1961,0.29,0.46,True
Inherit the Wind,"Nedrick Young, Harold Jacob Smith",WRITING (Screenplay--based on material from another medium),1960,1961,0.93,0.91,False
West Side Story,George Chakiris,ACTOR IN A SUPPORTING ROLE,1961,1962,0.92,0.84,True
West Side Story,Rita Moreno,ACTRESS IN A SUPPORTING ROLE,1961,1962,0.92,0.84,True
West Side Story,Art Direction:  Boris Leven;  Set Decoration:  Victor A. Gangelin,ART DIRECTION (Color),1961,1962,0.92,0.84,True
West Side Story,Daniel L. Fapp,CINEMATOGRAPHY (Color),1961,1962,0.92,0.84,True
West Side Story,Irene Sharaff,COSTUME DESIGN (Color),1961,1962,0.92,0.84,True
West Side Story,"Robert Wise, Jerome Robbins",DIRECTING,1961,1962,0.92,0.84,True
The Parent Trap,Philip W. Anderson,FILM EDITING,1961,1962,0.87,0.7,False
West Side Story,Thomas Stanford,FILM EDITING,1961,1962,0.92,0.84,True
West Side Story,"Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal",MUSIC (Scoring of a Musical Picture),1961,1962,0.92,0.84,True
West Side Story,"Robert Wise, Producer",BEST MOTION PICTURE,1961,1962,0.92,0.84,True
The Parent Trap,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director",SOUND,1961,1962,0.87,0.7,False
West Side Story,"Todd-AO Sound Department, Fred Hynes, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",SOUND,1961,1962,0.92,0.84,True
West Side Story,Ernest Lehman,WRITING (Screenplay--based on material from another medium),1961,1962,0.92,0.84,False
Lawrence of Arabia,Peter O'Toole,ACTOR,1962,1963,0.93,0.93,False
Lawrence of Arabia,Omar Sharif,ACTOR IN A SUPPORTING ROLE,1962,1963,0.93,0.93,False
The Manchurian Candidate,Angela Lansbury,ACTRESS IN A SUPPORTING ROLE,1962,1963,0.8,0.63,False
Lawrence of Arabia,"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",ART DIRECTION (Color),1962,1963,0.93,0.93,True
Lawrence of Arabia,Fred A. Young,CINEMATOGRAPHY (Color),1962,1963,0.93,0.93,True
Lawrence of Arabia,David Lean,DIRECTING,1962,1963,0.93,0.93,True
Lawrence of Arabia,Anne Coates,FILM EDITING,1962,1963,0.93,0.93,True
The Manchurian Candidate,Ferris Webster,FILM EDITING,1962,1963,0.8,0.63,False
Lawrence of Arabia,Maurice Jarre,MUSIC (Music Score--substantially original),1962,1963,0.93,0.93,True
Lawrence of Arabia,"Sam Spiegel, Producer",BEST PICTURE,1962,1963,0.93,0.93,True
Lawrence of Arabia,"Shepperton Studio Sound Department, John Cox, Sound Director",SOUND,1962,1963,0.93,0.93,True
Lawrence of Arabia,"Robert Bolt, Michael Wilson",WRITING (Screenplay--based on material from another medium),1962,1963,0.93,0.93,False
The Sword in the Stone,George Bruns,MUSIC (Scoring of Music--adaptation or treatment),1963,1964,0.66,0.73,False
The Best Man,Lee Tracy,ACTOR IN A SUPPORTING ROLE,1964,1965,0.72,0.86,False
The Visit,René Hubert,COSTUME DESIGN (Black-and-White),1964,1965,0.72,0.45,False
The Finest Hours,"Jack Le Vien, Producer",DOCUMENTARY (Feature),1964,1965,0.64,0.66,False
The Pink Panther,Henry Mancini,MUSIC (Music Score--substantially original),1964,1965,0.89,0.78,False
The Pink Panther,Henry Mancini,MUSIC (Music Score--substantially original),1964,1965,0.21,0.51,False
Dear John,Sweden,FOREIGN LANGUAGE FILM,1965,1966,0.29,0.55,False
Alfie,Michael Caine,ACTOR,1966,1967,0.48,0.51,False
Morgan!,Vanessa Redgrave,ACTRESS,1966,1967,0.65,0.76,False
Alfie,Vivien Merchant,ACTRESS IN A SUPPORTING ROLE,1966,1967,0.48,0.51,False
Morgan!,Jocelyn Rickards,COSTUME DESIGN (Black-and-White),1966,1967,0.65,0.76,False
Alfie,Music by Burt Bacharach; Lyrics by Hal David,MUSIC (Song),1966,1967,0.48,0.51,False
Alfie,"Lewis Gilbert, Producer",BEST PICTURE,1966,1967,0.48,0.51,False
Alfie,Bill Naughton,WRITING (Screenplay--based on material from another medium),1966,1967,0.48,0.51,False
Casino Royale,Music by Burt Bacharach; Lyrics by Hal David,MUSIC (Song),1967,1968,0.94,0.9,False
Casino Royale,Music by Burt Bacharach; Lyrics by Hal David,MUSIC (Song),1967,1968,0.94,0.9,False
2001: A Space Odyssey,"Art Direction:  Tony Masters, Harry Lange, Ernie Archer",ART DIRECTION,1968,1969,0.92,0.89,False
2001: A Space Odyssey,Stanley Kubrick,DIRECTING,1968,1969,0.92,0.89,False
The Thomas Crown Affair,Michel Legrand,MUSIC (Original Score--for a motion picture [not a musical]),1968,1969,0.7,0.74,False
The Thomas Crown Affair,Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song--Original for the Picture),1968,1969,0.7,0.74,True
2001: A Space Odyssey,Stanley Kubrick,SPECIAL VISUAL EFFECTS,1968,1969,0.92,0.89,True
2001: A Space Odyssey,"Stanley Kubrick, Arthur C. Clarke",WRITING (Story and Screenplay--written directly for the screen),1968,1969,0.92,0.89,False
Midnight Cowboy,Dustin Hoffman,ACTOR,1969,1970,0.89,0.88,False
Midnight Cowboy,Jon Voight,ACTOR,1969,1970,0.89,0.88,False
True Grit,John Wayne,ACTOR,1969,1970,0.88,0.84,True
Last Summer,Catherine Burns,ACTRESS IN A SUPPORTING ROLE,1969,1970,0.78,0.73,False
Midnight Cowboy,Sylvia Miles,ACTRESS IN A SUPPORTING ROLE,1969,1970,0.89,0.88,False
Midnight Cowboy,John Schlesinger,DIRECTING,1969,1970,0.89,0.88,True
Midnight Cowboy,Hugh A. Robertson,FILM EDITING,1969,1970,0.89,0.88,False
The Wild Bunch,Jerry Fielding,MUSIC (Original Score--for a motion picture [not a musical]),1969,1970,0.91,0.9,False
True Grit,Music by Elmer Bernstein; Lyrics by Don Black,MUSIC (Song--Original for the Picture),1969,1970,0.88,0.84,False
Midnight Cowboy,"Jerome Hellman, Producer",BEST PICTURE,1969,1970,0.89,0.88,True
Midnight Cowboy,Waldo Salt,WRITING (Screenplay--based on material from another medium),1969,1970,0.89,0.88,True
The Wild Bunch,"Story by Walon Green, Roy N. Sickner;  Screenplay by Walon Green, Sam Peckinpah",WRITING (Story and Screenplay--based on material not previously published or produced),1969,1970,0.91,0.9,False
I Never Sang for My Father,Melvyn Douglas,ACTOR,1970,1971,1,0.83,False
The Great White Hope,James Earl Jones,ACTOR,1970,1971,0.43,0.67,False
Five Easy Pieces,Jack Nicholson,ACTOR,1970,1971,0.89,0.84,False
Love Story,Ryan O'Neal,ACTOR,1970,1971,0.63,0.75,False
Love Story,Ryan O'Neal,ACTOR,1970,1971,0.63,0.75,False
Patton,George C. Scott,ACTOR,1970,1971,0.91,0.93,True
Patton,George C. Scott,ACTOR,1970,1971,0.91,0.93,True
Lovers and Other Strangers,Richard Castellano,ACTOR IN A SUPPORTING ROLE,1970,1971,1,0.75,False
Little Big Man,Chief Dan George,ACTOR IN A SUPPORTING ROLE,1970,1971,0.91,0.87,False
Little Big Man,Chief Dan George,ACTOR IN A SUPPORTING ROLE,1970,1971,0.91,0.87,False
I Never Sang for My Father,Gene Hackman,ACTOR IN A SUPPORTING ROLE,1970,1971,1,0.83,False
Love Story,John Marley,ACTOR IN A SUPPORTING ROLE,1970,1971,0.63,0.75,False
Love Story,John Marley,ACTOR IN A SUPPORTING ROLE,1970,1971,0.63,0.75,False
Ryan's Daughter,John Mills,ACTOR IN A SUPPORTING ROLE,1970,1971,0.47,0.73,True
Ryan's Daughter,John Mills,ACTOR IN A SUPPORTING ROLE,1970,1971,0.47,0.73,True
The Great White Hope,Jane Alexander,ACTRESS,1970,1971,0.43,0.67,False
Love Story,Ali MacGraw,ACTRESS,1970,1971,0.63,0.75,False
Love Story,Ali MacGraw,ACTRESS,1970,1971,0.63,0.75,False
Ryan's Daughter,Sarah Miles,ACTRESS,1970,1971,0.47,0.73,False
Ryan's Daughter,Sarah Miles,ACTRESS,1970,1971,0.47,0.73,False
Diary of a Mad Housewife,Carrie Snodgress,ACTRESS,1970,1971,0.82,0.81,False
Five Easy Pieces,Karen Black,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.89,0.84,False
The Landlord,Lee Grant,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.93,0.79,False
Airport,Helen Hayes,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.75,0.54,True
Airport,Helen Hayes,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.75,0.54,True
M*A*S*H,Sally Kellerman,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.84,0.83,False
M*A*S*H,Sally Kellerman,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.84,0.83,False
Airport,Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.75,0.54,False
Airport,Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.75,0.54,False
Airport,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Jack D. Moore, Mickey S. Michaels",ART DIRECTION,1970,1971,0.75,0.54,False
Airport,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Jack D. Moore, Mickey S. Michaels",ART DIRECTION,1970,1971,0.75,0.54,False
The Molly Maguires,Art Direction:  Tambi Larsen;  Set Decoration:  Darrell Silvera,ART DIRECTION,1970,1971,0.9,0.62,False
Patton,"Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet",ART DIRECTION,1970,1971,0.91,0.93,True
Patton,"Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet",ART DIRECTION,1970,1971,0.91,0.93,True
Tora! Tora! Tora!,"Art Direction:  Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima;  Set Decoration:  Walter M. Scott, Norman Rockett, Carl Biddiscombe",ART DIRECTION,1970,1971,0.55,0.81,False
Tora! Tora! Tora!,"Art Direction:  Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima;  Set Decoration:  Walter M. Scott, Norman Rockett, Carl Biddiscombe",ART DIRECTION,1970,1971,0.55,0.81,False
Airport,Ernest Laszlo,CINEMATOGRAPHY,1970,1971,0.75,0.54,False
Airport,Ernest Laszlo,CINEMATOGRAPHY,1970,1971,0.75,0.54,False
Patton,Fred Koenekamp,CINEMATOGRAPHY,1970,1971,0.91,0.93,False
Patton,Fred Koenekamp,CINEMATOGRAPHY,1970,1971,0.91,0.93,False
Ryan's Daughter,Freddie Young,CINEMATOGRAPHY,1970,1971,0.47,0.73,True
Ryan's Daughter,Freddie Young,CINEMATOGRAPHY,1970,1971,0.47,0.73,True
Tora! Tora! Tora!,"Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh",CINEMATOGRAPHY,1970,1971,0.55,0.81,False
Tora! Tora! Tora!,"Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh",CINEMATOGRAPHY,1970,1971,0.55,0.81,False
Airport,Edith Head,COSTUME DESIGN,1970,1971,0.75,0.54,False
Airport,Edith Head,COSTUME DESIGN,1970,1971,0.75,0.54,False
Cromwell,Nino Novarese,COSTUME DESIGN,1970,1971,0.43,0.69,True
Darling Lili,"Donald Brooks, Jack Bear",COSTUME DESIGN,1970,1971,0.4,0.69,False
Love Story,Arthur Hiller,DIRECTING,1970,1971,0.63,0.75,False
Love Story,Arthur Hiller,DIRECTING,1970,1971,0.63,0.75,False
M*A*S*H,Robert Altman,DIRECTING,1970,1971,0.84,0.83,False
M*A*S*H,Robert Altman,DIRECTING,1970,1971,0.84,0.83,False
Patton,Franklin J. Schaffner,DIRECTING,1970,1971,0.91,0.93,True
Patton,Franklin J. Schaffner,DIRECTING,1970,1971,0.91,0.93,True
Woodstock,"Bob Maurice, Producer",DOCUMENTARY (Feature),1970,1971,1,0.92,True
Woodstock,"Bob Maurice, Producer",DOCUMENTARY (Feature),1970,1971,1,0.92,True
Airport,Stuart Gilmore,FILM EDITING,1970,1971,0.75,0.54,False
Airport,Stuart Gilmore,FILM EDITING,1970,1971,0.75,0.54,False
M*A*S*H,Danford B. Greene,FILM EDITING,1970,1971,0.84,0.83,False
M*A*S*H,Danford B. Greene,FILM EDITING,1970,1971,0.84,0.83,False
Patton,Hugh S. Fowler,FILM EDITING,1970,1971,0.91,0.93,True
Patton,Hugh S. Fowler,FILM EDITING,1970,1971,0.91,0.93,True
Tora! Tora! Tora!,"James E. Newcom, Pembroke J. Herring, Inoue Chikaya",FILM EDITING,1970,1971,0.55,0.81,False
Tora! Tora! Tora!,"James E. Newcom, Pembroke J. Herring, Inoue Chikaya",FILM EDITING,1970,1971,0.55,0.81,False
Woodstock,Thelma Schoonmaker,FILM EDITING,1970,1971,1,0.92,False
Woodstock,Thelma Schoonmaker,FILM EDITING,1970,1971,1,0.92,False
Airport,Alfred Newman,MUSIC (Original Score),1970,1971,0.75,0.54,False
Airport,Alfred Newman,MUSIC (Original Score),1970,1971,0.75,0.54,False
Cromwell,Frank Cordell,MUSIC (Original Score),1970,1971,0.43,0.69,False
Love Story,Francis Lai,MUSIC (Original Score),1970,1971,0.63,0.75,True
Love Story,Francis Lai,MUSIC (Original Score),1970,1971,0.63,0.75,True
Patton,Jerry Goldsmith,MUSIC (Original Score),1970,1971,0.91,0.93,False
Patton,Jerry Goldsmith,MUSIC (Original Score),1970,1971,0.91,0.93,False
Darling Lili,Music by Henry Mancini; lyrics by Johnny Mercer,MUSIC (Original Song Score),1970,1971,0.4,0.69,False
Let It Be,Music and lyrics by The Beatles,MUSIC (Original Song Score),1970,1971,0.81,0.88,True
Lovers and Other Strangers,Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),MUSIC (Song--Original for the Picture),1970,1971,1,0.75,True
Darling Lili,Music by Henry Mancini; Lyrics by Johnny Mercer,MUSIC (Song--Original for the Picture),1970,1971,0.4,0.69,False
Airport,"Ross Hunter, Producer",BEST PICTURE,1970,1971,0.75,0.54,False
Airport,"Ross Hunter, Producer",BEST PICTURE,1970,1971,0.75,0.54,False
Five Easy Pieces,"Bob Rafelson and Richard Wechsler, Producers",BEST PICTURE,1970,1971,0.89,0.84,False
Love Story,"Howard G. Minsky, Producer",BEST PICTURE,1970,1971,0.63,0.75,False
Love Story,"Howard G. Minsky, Producer",BEST PICTURE,1970,1971,0.63,0.75,False
M*A*S*H,"Ingo Preminger, Producer",BEST PICTURE,1970,1971,0.84,0.83,False
M*A*S*H,"Ingo Preminger, Producer",BEST PICTURE,1970,1971,0.84,0.83,False
Patton,"Frank McCarthy, Producer",BEST PICTURE,1970,1971,0.91,0.93,True
Patton,"Frank McCarthy, Producer",BEST PICTURE,1970,1971,0.91,0.93,True
Airport,"Ronald Pierce, David Moriarty",SOUND,1970,1971,0.75,0.54,False
Airport,"Ronald Pierce, David Moriarty",SOUND,1970,1971,0.75,0.54,False
Patton,"Douglas Williams, Don Bassman",SOUND,1970,1971,0.91,0.93,True
Patton,"Douglas Williams, Don Bassman",SOUND,1970,1971,0.91,0.93,True
Ryan's Daughter,"Gordon K. McCallum, John Bramall",SOUND,1970,1971,0.47,0.73,False
Ryan's Daughter,"Gordon K. McCallum, John Bramall",SOUND,1970,1971,0.47,0.73,False
Tora! Tora! Tora!,"Murray Spivack, Herman Lewis",SOUND,1970,1971,0.55,0.81,False
Tora! Tora! Tora!,"Murray Spivack, Herman Lewis",SOUND,1970,1971,0.55,0.81,False
Woodstock,"Dan Wallin, Larry Johnson",SOUND,1970,1971,1,0.92,False
Woodstock,"Dan Wallin, Larry Johnson",SOUND,1970,1971,1,0.92,False
Patton,Alex Weldon,SPECIAL VISUAL EFFECTS,1970,1971,0.91,0.93,False
Patton,Alex Weldon,SPECIAL VISUAL EFFECTS,1970,1971,0.91,0.93,False
Tora! Tora! Tora!,"A. D. Flowers, L. B. Abbott",SPECIAL VISUAL EFFECTS,1970,1971,0.55,0.81,True
Tora! Tora! Tora!,"A. D. Flowers, L. B. Abbott",SPECIAL VISUAL EFFECTS,1970,1971,0.55,0.81,True
Airport,George Seaton,WRITING (Screenplay--based on material from another medium),1970,1971,0.75,0.54,False
Airport,George Seaton,WRITING (Screenplay--based on material from another medium),1970,1971,0.75,0.54,False
I Never Sang for My Father,Robert Anderson,WRITING (Screenplay--based on material from another medium),1970,1971,1,0.83,False
Lovers and Other Strangers,"Renee Taylor, Joseph Bologna, David Zelag Goodman",WRITING (Screenplay--based on material from another medium),1970,1971,1,0.75,False
M*A*S*H,"Ring Lardner, Jr.",WRITING (Screenplay--based on material from another medium),1970,1971,0.84,0.83,True
M*A*S*H,"Ring Lardner, Jr.",WRITING (Screenplay--based on material from another medium),1970,1971,0.84,0.83,True
Five Easy Pieces,"Story by Bob Rafelson, Adrien Joyce;  Screenplay by Adrien Joyce",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.89,0.84,False
Joe,Norman Wexler,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.75,0.64,False
Love Story,Erich Segal,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.63,0.75,False
Love Story,Erich Segal,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.63,0.75,False
Patton,"Francis Ford Coppola, Edmund H. North",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.91,0.93,True
Patton,"Francis Ford Coppola, Edmund H. North",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.91,0.93,True
The French Connection,Gene Hackman,ACTOR,1971,1972,0.96,0.87,True
The French Connection,Gene Hackman,ACTOR,1971,1972,0.96,0.87,True
The French Connection,Gene Hackman,ACTOR,1971,1972,0.96,0.87,True
The French Connection,Gene Hackman,ACTOR,1971,1972,0.96,0.87,True
Kotch,Walter Matthau,ACTOR,1971,1972,0.75,0.68,False
The Hospital,George C. Scott,ACTOR,1971,1972,1,0.73,False
The Hospital,George C. Scott,ACTOR,1971,1972,1,0.73,False
Fiddler on the Roof,Topol,ACTOR,1971,1972,0.81,0.92,False
Fiddler on the Roof,Topol,ACTOR,1971,1972,0.81,0.92,False
The Last Picture Show,Jeff Bridges,ACTOR IN A SUPPORTING ROLE,1971,1972,0.98,0.89,False
The Last Picture Show,Jeff Bridges,ACTOR IN A SUPPORTING ROLE,1971,1972,0.98,0.89,False
Fiddler on the Roof,Leonard Frey,ACTOR IN A SUPPORTING ROLE,1971,1972,0.81,0.92,False
Fiddler on the Roof,Leonard Frey,ACTOR IN A SUPPORTING ROLE,1971,1972,0.81,0.92,False
Sometimes a Great Notion,Richard Jaeckel,ACTOR IN A SUPPORTING ROLE,1971,1972,1,0.77,False
The Last Picture Show,Ben Johnson,ACTOR IN A SUPPORTING ROLE,1971,1972,0.98,0.89,True
The Last Picture Show,Ben Johnson,ACTOR IN A SUPPORTING ROLE,1971,1972,0.98,0.89,True
The French Connection,Roy Scheider,ACTOR IN A SUPPORTING ROLE,1971,1972,0.96,0.87,False
The French Connection,Roy Scheider,ACTOR IN A SUPPORTING ROLE,1971,1972,0.96,0.87,False
The French Connection,Roy Scheider,ACTOR IN A SUPPORTING ROLE,1971,1972,0.96,0.87,False
The French Connection,Roy Scheider,ACTOR IN A SUPPORTING ROLE,1971,1972,0.96,0.87,False
McCabe & Mrs. Miller,Julie Christie,ACTRESS,1971,1972,0.85,0.86,False
Klute,Jane Fonda,ACTRESS,1971,1972,0.93,0.8,True
Carnal Knowledge,Ann-Margret,ACTRESS IN A SUPPORTING ROLE,1971,1972,0.88,0.72,False
The Last Picture Show,Ellen Burstyn,ACTRESS IN A SUPPORTING ROLE,1971,1972,0.98,0.89,False
The Last Picture Show,Ellen Burstyn,ACTRESS IN A SUPPORTING ROLE,1971,1972,0.98,0.89,False
The Last Picture Show,Cloris Leachman,ACTRESS IN A SUPPORTING ROLE,1971,1972,0.98,0.89,True
The Last Picture Show,Cloris Leachman,ACTRESS IN A SUPPORTING ROLE,1971,1972,0.98,0.89,True
The Go-Between,Margaret Leighton,ACTRESS IN A SUPPORTING ROLE,1971,1972,1,0.78,False
