Title,EpisodeDuration(in Minutes),Genres,Actors,Rating,Votes,Updated Years
Designated Survivor,60,"Action, Drama, Mystery","Kiefer Sutherland, Adan Canto, Italia Ricci, Kal Penn",7.5,80308,2016
Hunter x Hunter,24,"Animation, Action, Adventure","Issei Futamata, Megumi Han, Cristina Valenzuela, Mariya Ise",9,65604,2011
Grace and Frankie,30,Comedy,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen",8.3,40690,2015
Mayans M.C.,60,"Crime, Drama, Thriller","JD Pardo, Clayton Cardenas, Sarah Bolger, Michael Irby",7.6,13838,2018
Fleabag,27,"Comedy, Drama","Phoebe Waller-Bridge, Sian Clifford, Olivia Colman, Jenny Rainsford",8.7,112732,2016
American Gods,60,"Drama, Fantasy, Mystery","Ricky Whittle, Emily Browning, Yetide Badaki, Bruce Langley",7.7,79190,2017
Hannibal,44,"Crime, Drama, Horror","Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",8.5,234047,2013
Last Man Standing,30,Comedy,"Tim Allen, Nancy Travis, Hector Elizondo, Christoph Sanders",7.5,30497,2011
The Fall,60,"Crime, Drama, Thriller","Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi",8.1,87921,I 20
Person of Interest,43,"Action, Crime, Drama","Jim Caviezel, Taraji P. Henson, Kevin Chapman, Michael Emerson",8.4,165694,2011
Unforgotten,45,"Crime, Drama, Mystery","Sanjeev Bhaskar, Jordan Long, Lewis Reeves, Nicola Walker",8.3,16153,2015
Snowfall,44,"Crime, Drama","Damson Idris, Carter Hudson, Isaiah John, Sergio Peris-Mencheta",8.2,12709,2017
Barry,30,"Action, Comedy, Crime","Bill Hader, Stephen Root, Sarah Goldberg, Anthony Carrigan",8.3,49813,2018
Warrior,60,"Action, Crime, Drama","Andrew Koji, Olivia Cheng, Jason Tobin, Dianne Doan",8.4,20298,2019
His Dark Materials,60,"Adventure, Drama, Family","Dafne Keen, Amir Wilson, Kit Connor, Ruth Wilson",7.9,55200,2019
Archer,22,"Animation, Action, Comedy","H. Jon Benjamin, Judy Greer, Amber Nash, Chris Parnell",8.6,140355,2009
Naruto: Shippûden,24,"Animation, Action, Adventure","Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",8.6,91846,2007
Chuck,43,"Action, Comedy, Drama","Zachary Levi, Yvonne Strahovski, Joshua Gomez, Vik Sahay",8.2,129116,2007
American Dad!,22,"Animation, Comedy","Seth MacFarlane, Wendy Schaal, Scott Grimes, Rachael MacFarlane",7.3,118581,2005
Final Space,30,"Animation, Action, Adventure","Fred Armisen, Tom Kenny, Olan Rogers, Tika Sumpter",8.3,35438,2018
The Killing,45,"Crime, Drama, Mystery","Mireille Enos, Joel Kinnaman, Billy Campbell, Liam James",8.2,101067,2011
The Chi,60,Drama,"Jason Mitchell, Jacob Latimore, Ntare Guma Mbaho Mwine, Alex R. Hibbert",7.4,4701,2018
Vera,90,"Crime, Drama, Mystery","Brenda Blethyn, Jon Morrison, Riley Jones, Kenny Doughty",7.9,9785,2011
Miraculous: Tales of Ladybug & Cat Noir,20,"Animation, Action, Adventure","Cristina Valenzuela, Bryce Papenbrook, Keith Silverstein, Mela Lee",7.7,7747,2015
Longmire,60,"Action, Crime, Drama","Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Cassidy Freeman",8.3,30196,2012
Law & Order: Criminal Intent,60,"Crime, Drama, Mystery","Kathryn Erbe, ""Vincent DOnofrio"", Jamey Sheridan, Courtney B. Vance",7.4,23353,2001
Death Note: Desu nôto,24,"Animation, Crime, Drama","Mamoru Miyano, Brad Swaile, Vincent Tong, Ryô Naitô",9,256108,2006
Murdoch Mysteries,48,"Crime, Drama, Mystery","Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris",8.1,11194,2008
MacGyver,43,"Action, Adventure, Drama","Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton",5.4,18333,2016
Shrill,30,Comedy,"Aidy Bryant, Lolly Adefope, John Cameron Mitchell, Ian Owens",7.4,6137,2019
Keeping Up with the Kardashians,44,"Drama, Family, Reality-TV","Khloé Kardashian, Kim Kardashian, Kourtney Kardashian, Kris Jenner",2.8,27331,2006
Star Wars: Rebels,22,"Animation, Action, Adventure","Taylor Gray, Dave Filoni, Vanessa Marshall, Freddie Prinze Jr.",8,33845,2014
Silicon Valley,28,Comedy,"Thomas Middleditch, T.J. Miller, Josh Brener, Martin Starr",8.5,130538,2014
Endeavour,89,"Crime, Drama, Mystery","Shaun Evans, Roger Allam, James Bradshaw, Sean Rigby",8.6,19846,2012
Nancy Drew,44,"Drama, Fantasy, Horror","Kennedy McMann, Leah Lewis, Maddison Jaizani, Tunji Kasim",6.3,5729,2019
Naruto,24,"Animation, Action, Adventure","Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",8.3,76888,2002
Battlestar Galactica,44,"Action, Adventure, Drama","Edward James Olmos, Mary McDonnell, Jamie Bamber, James Callis",8.7,155262,2004
The Orville,44,"Adventure, Comedy, Drama","Seth MacFarlane, Adrianne Palicki, Penny Johnson Jerald, Scott Grimes",8,60812,2017
Harley Quinn,23,"Animation, Action, Adventure","Kaley Cuoco, Lake Bell, Alan Tudyk, Ron Funches",8.5,15802,2019
Deadwood,55,"Crime, Drama, History","Timothy Olyphant, Ian McShane, Molly Parker, Brad Dourif",8.6,96852,2004
American Crime Story,42,"Biography, Crime, Drama","Sarah Paulson, Annaleigh Ashford, Sterling K. Brown, Kenneth Choi",8.4,82138,2016
Skins,46,Drama,"Kaya Scodelario, Nicholas Hoult, Joe Dempsie, Hannah Murray",8.2,76499,2007
Black Sails,56,"Adventure, Drama","Jessica Parker Kennedy, Toby Stephens, Hannah New, Zach McGowan",8.2,95683,2014
The Good Fight,45,"Crime, Drama","Christine Baranski, Cush Jumbo, Delroy Lindo, Sarah Steele",8.3,21174,I 20
Mirzapur,60,"Action, Crime, Drama","Pankaj Tripathi, Ali Fazal, Divyendu Sharma, Shweta Tripathi",8.4,57594,2018
Bates Motel,45,"Drama, Horror, Mystery","Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz",8.1,99205,2013
Charmed,43,"Drama, Fantasy, Mystery","Melonie Diaz, Madeleine Mantock, Sarah Jeffery, Rupert Evans",4.6,14182,2018
Altered Carbon,60,"Action, Drama, Sci-Fi","Chris Conner, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee",8,147206,2018
Atypical,30,"Comedy, Drama","Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport",8.3,64338,2017
All American,45,"Drama, Sport","Daniel Ezra, Bre-Z, Greta Onieogou, Samantha Logan",7.7,6860,2018
Narcos: México,50,"Crime, Drama","Scoot McNairy, Diego Luna, José María Yazpik, Fermín Martínez",8.4,63760,2018
Dead to Me,30,"Comedy, Drama","Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",8,60044,2019
Ray Donovan,60,"Crime, Drama","Liev Schreiber, Eddie Marsan, Dash Mihok, Pooch Hall",8.3,78845,2013
Hagane no renkinjutsushi,24,"Animation, Action, Adventure","Kent Williams, Iemasa Kayumi, Vic Mignogna, Romi Pak",9.1,131271,2009
Anne,60,"Drama, Family","Amybeth McNulty, Geraldine James, R.H. Thomson, Dalila Bela",8.7,41958,2017
Bull,60,"Comedy, Crime, Drama","Michael Weatherly, Freddy Rodríguez, Geneva Carr, Jaime Lee Kirchner",7,15645,2016
Servant,30,"Drama, Horror, Mystery","Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint",7.5,23770,2019
Luther,60,"Crime, Drama, Mystery","Idris Elba, Dermot Crowley, Michael Smiley, Warren Brown",8.5,124375,2010
Magnum P.I.,43,"Action, Adventure, Crime","Jay Hernandez, Perdita Weeks, Zachary Knighton, Stephen Hill",5.8,9774,2018
Burn Notice,44,"Action, Crime, Drama","Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell, Sharon Gless",7.9,69153,2007
Reign,42,"Drama, Fantasy","Adelaide Kane, Megan Follows, Celina Sinden, Torrance Coombs",7.5,44587,2013
Adventure Time,11,"Animation, Action, Adventure","John DiMaggio, Jeremy Shada, Tom Kenny, Hynden Walch",8.6,79973,2010
Major Crimes,43,"Action, Crime, Drama","Mary McDonnell, G.W. Bailey, Tony Denison, Michael Paul Chan",7.7,12357,2012
Rome,52,"Action, Drama, History","Kevin McKidd, Ray Stevenson, Polly Walker, Kerry Condon",8.7,158080,2005
ZeroZeroZero,60,"Crime, Drama, Thriller","Andrea Riseborough, Dane DeHaan, Giuseppe De Domenico, Harold Torres",8.2,18847,2019
New Tricks,60,"Comedy, Crime, Drama","Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam",7.8,5570,2003
Revenge,44,"Drama, Mystery, Thriller","Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",7.8,114140,2011
On Becoming a God in Central Florida,46,Comedy,"Kirsten Dunst, Théodore Pellerin, Mel Rodriguez, Beth Ditto",7.2,3856,2019
Nanatsu no taizai,24,"Animation, Action, Adventure","Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela",8,25208,2014
Mr. Mercedes,60,"Mystery, Sci-Fi, Thriller","Brendan Gleeson, Holland Taylor, Jharrel Jerome, Breeda Wool",7.8,17839,2017
JoJo no kimyô-na bôken,30,"Animation, Action, Adventure","Matthew Mercer, Daisuke Ono, Unshô Ishizuka, David Vincent",8.4,12013,2012
Enterprise,60,"Action, Adventure, Drama","Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating",7.5,47582,2001
Firefly,44,"Adventure, Drama, Sci-Fi","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",9,247589,2002
Gravity Falls,23,"Animation, Adventure, Comedy","Jason Ritter, Alex Hirsch, Kristen Schaal, Linda Cardellini",8.9,79551,2012
Grimm,45,"Crime, Drama, Fantasy","David Giuntoli, Russell Hornsby, Silas Weir Mitchell, Sasha Roiz",7.8,110832,2011
The Magicians,60,"Drama, Fantasy, Mystery","Stella Maeve, Hale Appleman, Arjun Gupta, Summer Bishil",7.6,45326,2015
Sense8,60,"Drama, Mystery, Sci-Fi","Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton",8.3,142799,2015
Dirilis: Ertugrul,120,"Action, Adventure, Drama","Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez",8,30399,2014
Carnival Row,56,"Crime, Drama, Fantasy","Orlando Bloom, Cara Delevingne, Simon McBurney, Tamzin Merchant",7.9,49350,2019
Evil,42,"Crime, Drama, Horror","Katja Herbers, Mike Colter, Aasif Mandvi, Skylar Gray",7.7,13040,2019
Bloodline,60,"Drama, Thriller","Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek",7.9,45390,2015
30 Rock,22,Comedy,"Tina Fey, Alec Baldwin, Tracy Morgan, Jack McBrayer",8.2,113479,2006
Big Mouth,30,"Animation, Comedy, Romance","Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas",7.9,60215,2017
Elementary,60,"Crime, Drama, Mystery","Jonny Lee Miller, Lucy Liu, Aidan Quinn, Jon Michael Hill",7.9,102871,2012
After Life,30,"Comedy, Drama","Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",8.4,90191,2019
Degrassi: The Next Generation,30,"Drama, Romance","Stefan Brogren, Aislinn Paul, Melinda Shankar, A.J. Saudin",7.4,12120,2001
Friday Night Lights,44,"Drama, Sport","Kyle Chandler, Connie Britton, Zach Gilford, Aimee Teegarden",8.6,57105,2006
Goliath,60,Drama,"Billy Bob Thornton, Tania Raymonde, Nina Arianda, Diana Hopper",8.1,34960,2016
Heroes,45,"Drama, Fantasy, Sci-Fi","Jack Coleman, Hayden Panettiere, Milo Ventimiglia, Masi Oka",7.5,231384,II 2
Taboo,59,"Drama, Mystery, Thriller","Tom Hardy, David Hayman, Jonathan Pryce, Oona Chaplin",8.4,118277,2017
The End of the F***ing World,25,"Adventure, Comedy, Crime","Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",8.1,154366,2017
Gomorra: La serie,55,"Crime, Drama, Thriller","Salvatore Esposito, ""Marco DAmore"", ""Cristiana DellAnna"", Fortunato Cerlino",8.6,31499,2014
Bluey,7,"Animation, Family","David McCormack, Melanie Zanetti, Charlotte Stent, Myf Warhurst",9.7,3005,2018
Z Nation,44,"Action, Comedy, Drama","Russell Hodgkinson, Nat Zang, Keith Allan, Kellita Smith",6.7,33542,2014
Lost in Space,60,"Adventure, Drama, Family","Maxwell Jenkins, Molly Parker, Toby Stephens, Taylor Russell",7.3,75441,2018
Black Clover,24,"Animation, Action, Adventure","Dallas Reid, Cris George, Jill Harris, Christopher Sabat",8.3,12171,2017
Alias,42,"Action, Drama, Mystery","Jennifer Garner, Ron Rifkin, Carl Lumbly, Kevin Weisman",7.6,46439,2001
The Good Wife,43,"Crime, Drama, Mystery","Julianna Margulies, Chris Noth, Josh Charles, Matt Czuchry",8.3,69328,2009
Blindspot,42,"Action, Crime, Drama","Sullivan Stapleton, Jaimie Alexander, Audrey Esparza, Ashley Johnson",7.4,67630,2015
When Calls the Heart,43,"Drama, Family, Romance","Erin Krakow, Martin Cummins, Pascale Hutton, Jack Wagner",8.1,11110,2014
Merlin,45,"Adventure, Drama, Fantasy","John Hurt, Colin Morgan, Bradley James, Richard Wilson",7.9,75300,2008
CSI: Miami,43,"Action, Crime, Drama","David Caruso, Emily Procter, Adam Rodriguez, Rex Linn",6.4,54064,2002
Parenthood,60,"Comedy, Drama","Peter Krause, Lauren Graham, Dax Shepard, Monica Potter",8.2,31634,2010
Power,50,"Crime, Drama","Omari Hardwick, Lela Loren, Naturi Naughton, Joseph Sikora",8.1,40825,I 20
Black Monday,582,Comedy,"Don Cheadle, Andrew Rannells, Paul Scheer, Regina Hall",7.5,4641,2019
The Affair,60,Drama,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",7.9,41638,2014
Travelers,45,"Drama, Mystery, Sci-Fi","Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson",8.1,48239,2016
Siren,60,"Drama, Fantasy","Alex Roe, Eline Powell, Fola Evans-Akingbola, Ian Verdun",7,12439,2018
Veronica Mars,44,"Crime, Drama, Mystery","Kristen Bell, Jason Dohring, Enrico Colantoni, Percy Daggs III",8.3,68148,2004
One Punch Man: Wanpanman,24,"Animation, Action, Comedy","Makoto Furukawa, Kaito Ishikawa, Max Mittelman, Zach Aguilar",8.8,125196,2015
Atlanta,30,"Comedy, Drama, Music","Donald Glover, Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz",8.6,55176,2016
Twin Peaks,60,"Crime, Drama, Fantasy","Kyle MacLachlan, Sheryl Lee, Michael Horse, Chrysta Bell",8.5,59561,2017
My Name Is Earl,22,Comedy,"Jason Lee, Ethan Suplee, Jaime Pressly, Nadine Velazquez",7.7,96739,2005
Leverage,42,"Crime, Mystery, Thriller","Timothy Hutton, Gina Bellman, Christian Kane, Beth Riesgraf",7.9,44019,2008
The Tudors,60,"Drama, History, Romance","Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain",8.1,69957,2007
Wayward Pines,60,"Drama, Mystery, Sci-Fi","Siobhan Fallon Hogan, Toby Jones, Shannyn Sossamon, Hope Davis",7.4,52635,2015
Chilling Adventures of Sabrina,60,"Drama, Fantasy, Horror","Kiernan Shipka, Ross Lynch, Lucy Davis, Chance Perdomo",7.5,81264,2018
The Middle,22,Comedy,"Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",7.6,45993,2009
The IT Crowd,25,Comedy,"""Chris ODowd"", Richard Ayoade, Katherine Parkinson, Matt Berry",8.5,137572,2006
Strike,60,"Crime, Drama, Mystery","Tom Burke, Holliday Grainger, Kerr Logan, Killian Scott",7.9,11773,2017
Colony,42,"Action, Adventure, Drama","Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Tory Kittles",7.4,32129,2016
Shadowhunters: The Mortal Instruments,42,"Action, Drama, Fantasy","Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario",6.6,55402,2016
Penny Dreadful,60,"Drama, Fantasy, Horror","Josh Hartnett, Timothy Dalton, Eva Green, Reeve Carney",8.2,114096,2014
Jessica Jones,56,"Action, Crime, Drama","Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss",7.9,196410,2015
Fruits Basket,24,"Animation, Comedy, Drama","Manaka Iwami, Laura Bailey, Nobunaga Shimazaki, Eric Vale",8.5,2765,2019
Poldark,60,"Drama, History, Romance","Aidan Turner, Eleanor Tomlinson, Jack Farthing, Beatie Edney",8.3,27150,2015
The Alienist,60,"Crime, Drama, Mystery","Daniel Brühl, Dakota Fanning, Luke Evans, Robert Wisdom",7.7,47870,2018
Private Practice,60,"Comedy, Drama, Romance","Kate Walsh, Paul Adelstein, KaDee Strickland, Taye Diggs",6.7,23126,2007
Derry Girls,30,Comedy,"Saoirse-Monica Jackson, Louisa Harland, Nicola Coughlan, ""Jamie-Lee ODonnell""",8.4,23414,2018
Genius,43,"Biography, Drama, History","Samantha Colley, Seth Gabel, Antonio Banderas, Clémence Poésy",8.3,17021,I 20
Miracle Workers,22,"Comedy, Drama, Fantasy","Daniel Radcliffe, Geraldine Viswanathan, Karan Soni, Steve Buscemi",7,9973,2019
The Ranch,30,"Comedy, Drama, Western","Ashton Kutcher, Sam Elliott, Grady Lee Richmond, Elisha Cuthbert",7.5,34729,2016
Joey,22,"Comedy, Romance","Matt LeBlanc, Paulo Costanzo, Drea de Matteo, Andrea Anders",6,41476,2004
The Shield,47,"Crime, Drama, Thriller","Michael Chiklis, Catherine Dent, Walton Goggins, Michael Jace",8.7,73531,2002
Boruto: Naruto Next Generations,23,"Animation, Action, Adventure","Yûko Sanpei, Kokoro Kikuchi, Ryûichi Kijima, Junko Takeuchi",7,10771,2017
The Legend of Korra,23,"Animation, Action, Adventure","Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons",8.4,107996,2012
Scandal,43,"Drama, Thriller","Kerry Washington, Darby Stanchfield, Katie Lowes, Guillermo Díaz",7.7,68226,2012
Wentworth,45,"Crime, Drama","Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacqueline Brennan",8.6,17832,2013
Undercover,50,"Crime, Drama, Thriller","Tom Waes, Frank Lammers, Manou Kersting, Anna Drijver",7.8,12243,2019
The Backyardigans,23,"Animation, Adventure, Comedy","LaShawn Jefferies, Jonah Bobo, Sean Curley, Thomas Sharkey",7,2599,2004
Californication,28,"Comedy, Drama","David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon",8.3,173192,2007
Workin' Moms,30,Comedy,"Catherine Reitman, Dani Kind, Juno Rinaldi, Philip Sternberg",7.6,11239,2017
Ugly Betty,60,"Comedy, Drama, Romance","America Ferrera, Eric Mabius, Tony Plana, Ana Ortiz",6.5,41023,2006
Victorious,30,"Comedy, Drama, Family","Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies",6.9,21227,2010
The Terror,60,"Adventure, Drama, History","Jared Harris, Derek Mio, Tobias Menzies, Kiki Sukezane",8,39964,2018
Misfits,60,"Comedy, Drama, Fantasy","Nathan Stewart-Jarrett, Joe Gilgun, Iwan Rheon, Lauren Socha",8.2,95011,2009
Agatha Christie's Marple,93,"Crime, Drama, Mystery","Geraldine McEwan, Julia McKenzie, Stephen Churchett, Isabella Parriss",7.8,6611,2004
Shetland,60,"Crime, Drama, Mystery","Douglas Henshall, ""Alison ODonnell"", Steven Robertson, Erin Armstrong",8.1,11895,2013
Episodes,30,Comedy,"Matt LeBlanc, Stephen Mangan, Tamsin Greig, John Pankow",7.8,33577,2011
The Closer,46,"Crime, Drama, Mystery","Kyra Sedgwick, J.K. Simmons, Corey Reynolds, Robert Gossett",7.6,23261,2005
Manhunt,60,"Biography, Crime, Drama","Gethin Anthony, Arliss Howard, Kelly Jenrette, Cameron Britton",8.1,53540,II 2
Veep,28,Comedy,"Julia Louis-Dreyfus, Tony Hale, Anna Chlumsky, Reid Scott",8.3,47097,2012
Legion,60,"Action, Drama, Sci-Fi","Dan Stevens, Rachel Keller, Aubrey Plaza, Bill Irwin",8.2,84173,2017
Stargate: Atlantis,44,"Action, Adventure, Drama","Joe Flanigan, Rachel Luttrell, David Hewlett, Jason Momoa",8.1,62081,2004
Good Trouble,45,"Comedy, Drama, Romance","Maia Mitchell, Cierra Ramirez, Zuri Adele, Sherry Cola",7.5,4737,2019
Orphan Black,44,"Action, Drama, Sci-Fi","Tatiana Maslany, Dylan Bruce, Jordan Gavaris, Kevin Hanchard",8.3,103454,2013
Scorpion,43,"Action, Crime, Drama","Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",7.1,47911,2014
Sa-rang-eui bul-sa-chak,70,"Adventure, Comedy, Romance","Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",8.7,15474,2019
Bodyguard,60,"Crime, Drama, Thriller","Richard Madden, Sophie Rundle, Vincent Franklin, Ash Tandon",8.1,100781,2018
Haikyuu!!,24,"Animation, Comedy, Drama","Ayumu Murase, Kaito Ishikawa, Yu Hayashi, Satoshi Hino",8.7,14058,2014
Skam,30,"Drama, Romance","Josefine Frida Pettersen, Iman Meskini, Ulrikke Falch, Lisa Teige",8.6,29097,2015
Nashville,43,"Drama, Music, Romance","Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson",7.7,23461,2012
Foyle's War,90,"Crime, Drama, Mystery","Michael Kitchen, Honeysuckle Weeks, Anthony Howell, Ellie Haddington",8.4,13084,2002
Castle Rock,60,"Drama, Fantasy, Horror","Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey",7.6,40057,2018
Medici,60,"Biography, Drama, History","Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza",7.9,16353,2016
The OA,60,"Drama, Fantasy, Mystery","Brit Marling, Jason Isaacs, Scott Wilson, Alice Krige",7.8,93584,2016
Into the Badlands,42,"Action, Adventure, Drama","Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight",8,42616,2015
Trailer Park Boys,30,"Comedy, Crime","John Paul Tremblay, Robb Wells, Mike Smith, John Dunsworth",8.5,38381,2001
Father Brown,52,"Crime, Drama, Mystery","Mark Williams, Sorcha Cusack, John Burton, Jack Deam",7.7,8565,2013
Girls,28,"Comedy, Drama","Lena Dunham, Allison Williams, Jemima Kirke, Adam Driver",7.3,66400,2012
Doc Martin,46,"Comedy, Drama, Romance","Martin Clunes, Caroline Catz, Ian McNeice, Joe Absolom",8.3,13312,2004
Dix pour cent,52,"Comedy, Drama","Camille Cottin, Thibault de Montalembert, Grégory Montel, Liliane Rovère",8.3,10683,2015
Condor,60,"Action, Drama, Thriller","Max Irons, Kristen Hager, Bob Balaban, Sam McCarthy",7.7,11924,2018
Hart of Dixie,60,"Comedy, Drama, Romance","Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel",7.7,47958,2011
Fauda,60,"Action, Drama, Thriller","Lior Raz, Itzik Cohen, Neta Garty, ""Rona-Lee Shimon""",8.2,21141,2015
iZombie,42,"Comedy, Crime, Drama","Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley",7.8,61616,2015
Wynonna Earp,43,"Action, Drama, Fantasy","Melanie Scrofano, Tim Rozon, Dominique Provost-Chalkley, Katherine Barrell",7.5,20243,2016
The Brokenwood Mysteries,90,"Crime, Drama, Mystery","Neill Rea, Fern Sutherland, Cristina Serban Ionda, Nic Sampson",7.9,2968,2014
The Strain,43,"Drama, Fantasy, Horror","Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde",7.3,76302,2014
